iteration,storage,timestep,charge,discharge
222,battery,2,2.1561185271573612e-12,9.999999999997776
223,battery,1,4.000000001639517,4.0000000016383055
223,battery,2,4.000000000051944,4.00000000005157
224,battery,1,9.999999999999996,2.809174700840512e-15
224,battery,2,2.4176011078232848e-12,9.999999999997492
225,battery,1,4.000000001609146,4.000000001607913
225,battery,2,4.0000000000552784,4.000000000055026
226,battery,1,9.999999999999996,3.3706515831960117e-15
226,battery,2,2.6251893108827565e-12,9.999999999997273
227,battery,1,4.0000000015982,4.000000001596937
227,battery,2,4.000000000059719,4.000000000059564
228,battery,1,9.999999999999996,2.7364266876031447e-15
228,battery,2,2.031564393901278e-12,9.999999999997913
229,battery,1,4.000000001609381,4.00000000160809
229,battery,2,4.000000000057134,4.000000000057048
230,battery,1,9.999999999999998,2.49002513738987e-15
230,battery,2,1.7351519880443756e-12,9.999999999998233
231,battery,1,4.000000001638408,4.000000001637065
231,battery,2,4.000000000060882,4.000000000060842
232,battery,1,9.999999999999998,2.5442155955688667e-15
232,battery,2,1.6309926502295955e-12,9.999999999998352
233,battery,1,4.000000001706334,4.000000001704932
233,battery,2,4.00000000005561,4.0000000000556035
234,battery,1,9.999999999999996,2.8344973063772844e-15
234,battery,2,1.6414546512341582e-12,9.99999999999835
235,battery,1,4.000000001788357,4.000000001786885
235,battery,2,4.000000000049427,4.000000000049443
236,battery,1,9.999999999999996,3.324342759720528e-15
236,battery,2,1.7213274772366508e-12,9.999999999998279
237,battery,1,4.000000001884654,4.0000000018831035
237,battery,2,4.0000000000420854,4.000000000042119
238,battery,1,9.999999999999996,3.9999069607259916e-15
238,battery,2,1.8440636562213952e-12,9.999999999998165
239,battery,1,4.000000001998588,4.000000001996945
239,battery,2,4.000000000032021,4.000000000032065
240,battery,1,9.999999999999995,4.862926809426201e-15
240,battery,2,1.991505614641408e-12,9.999999999998025
241,battery,1,4.000000001927693,4.000000001926135
241,battery,2,4.000000000022739,4.0000000000227836
242,battery,1,9.999999999999995,6.0481869461594874e-15
242,battery,2,2.1803982182664126e-12,9.999999999997844
243,battery,1,4.000000001732882,4.000000001731511
243,battery,2,4.000000000016241,4.000000000016279
244,battery,1,9.999999999999993,7.68998200545433e-15
244,battery,2,2.393525300041482e-12,9.99999999999764
245,battery,1,4.000000001561787,4.000000001560557
245,battery,2,4.000000000011386,4.000000000011416
246,battery,1,9.99999999999998,1.970483535446633e-14
246,battery,2,2.637712480315374e-12,9.99999999999719
247,battery,1,4.000000001428904,4.0000000014277735
247,battery,2,4.0000000000086136,4.000000000008638
248,battery,1,9.999999999999948,5.139536531201959e-14
248,battery,2,4.997400647089209e-12,9.999999999994689
249,battery,1,4.000000001318206,4.000000001317149
249,battery,2,4.000000000005935,4.000000000005955
250,battery,1,9.999999999999876,1.231770655006205e-13
250,battery,2,9.199641214443805e-12,9.99999999999024
251,battery,1,4.0000000012493535,4.000000001248345
251,battery,2,4.000000000003402,4.000000000003418
252,battery,1,9.99999999999973,2.683359494698743e-13
252,battery,2,1.6257701646188055e-11,9.999999999982778
253,battery,1,4.000000001179884,4.0000000011789085
253,battery,2,4.00000000000075,4.000000000000762
254,battery,1,10.0,5.248970728208507e-16
254,battery,2,2.70448385901653e-14,9.999999999999972
255,battery,1,4.0000000011135075,4.000000001112554
255,battery,2,3.9999999999982223,3.9999999999982307
256,battery,1,9.999999999999998,9.42254601522424e-16
256,battery,2,4.239387087149027e-14,9.999999999999956
257,battery,1,4.000000001071895,4.000000001070956
257,battery,2,3.9999999999953233,3.9999999999953286
258,battery,1,9.999999999999995,5.060108066162924e-15
258,battery,2,1.5824821069533488e-13,9.999999999999826
259,battery,1,4.0000000010402585,4.000000001039313
259,battery,2,3.9999999999919797,3.9999999999919833
260,battery,1,9.999999999999966,3.3011643447350464e-14
260,battery,2,9.660667724431131e-13,9.999999999998947
261,battery,1,4.000000001040424,4.0000000010394325
261,battery,2,3.999999999986658,3.999999999986662
262,battery,1,9.99999999999986,1.390936930272189e-13
262,battery,2,3.941539189269656e-12,9.999999999995705
263,battery,1,4.000000001040737,4.0000000010396946
263,battery,2,3.9999999999798557,3.999999999979861
264,battery,1,9.999999999999991,8.490346719123302e-15
264,battery,2,2.373396024130341e-13,9.999999999999739
265,battery,1,4.000000001038539,4.000000001037436
265,battery,2,3.999999999972855,3.9999999999728626
266,battery,1,9.999999999999897,1.0276454899338547e-13
266,battery,2,2.3930510737753223e-12,9.999999999997407
267,battery,1,4.000000001045977,4.000000001044813
267,battery,2,3.99999999996452,3.9999999999645275
268,battery,1,9.999999999999993,6.817710223228639e-15
268,battery,2,4.674279513055715e-13,9.999999999999384
269,battery,1,4.000000002022076,4.000000002020713
269,battery,2,4.000000000035965,4.00000000003445
270,battery,1,9.999999999999998,1.708152268689386e-15
270,battery,2,2.1004427194994887e-12,9.999999999997877
271,battery,1,4.0000000018618165,4.000000001860546
271,battery,2,4.000000000041878,4.000000000040719
272,battery,1,9.999999999999998,1.5196401581616302e-15
272,battery,2,1.7495694704365592e-12,9.999999999998227
273,battery,1,4.000000001800364,4.0000000017991
273,battery,2,4.000000000043333,4.000000000042516
274,battery,1,9.999999999999998,1.831773175834123e-15
274,battery,2,1.897797708436615e-12,9.99999999999806
275,battery,1,4.000000001737278,4.000000001736025
275,battery,2,4.000000000048952,4.000000000048391
276,battery,1,9.999999999999998,2.2752938931678548e-15
276,battery,2,2.15611851935498e-12,9.999999999997776
277,battery,1,4.000000001642661,4.00000000164145
277,battery,2,4.0000000000515605,4.000000000051187
278,battery,1,9.999999999999996,2.8091750865150883e-15
278,battery,2,2.417601234184636e-12,9.999999999997492
279,battery,1,4.000000001613734,4.000000001612501
279,battery,2,4.000000000055624,4.000000000055372
