iteration,dual,timestep,line,value
324,lambda,2,,-29.622031082441964
325,lambda,1,,-48.32419896508065
325,lambda,2,,-24.33349347972606
326,lambda,1,,29.88477610238059
326,lambda,2,,-29.530534330550836
327,lambda,1,,-48.32419896508164
327,lambda,2,,-25.42390630573783
328,lambda,1,,29.884776099975632
328,lambda,2,,-30.309454441650445
329,lambda,1,,-48.32419896616603
329,lambda,2,,-26.46673702499649
330,lambda,1,,29.884776098996774
330,lambda,2,,-30.646093686697384
331,lambda,1,,-48.324198966901
331,lambda,2,,-26.996615416909776
332,lambda,1,,29.884776098532747
332,lambda,2,,-30.7396211209807
333,lambda,1,,-48.324198967335654
333,lambda,2,,-27.394989572143118
334,lambda,1,,29.884776097935863
334,lambda,2,,-30.892528551132784
335,lambda,1,,-48.32419896774318
335,lambda,2,,-27.808005751283815
336,lambda,1,,29.884776097033175
336,lambda,2,,-31.403866427681237
337,lambda,1,,-48.3241989682731
337,lambda,2,,-28.314711122125345
338,lambda,1,,29.88477609576986
338,lambda,2,,-31.82473387922431
339,lambda,1,,-48.32419896899743
339,lambda,2,,-28.63163953104754
340,lambda,1,,29.88477609387251
340,lambda,2,,-32.05379901495405
341,lambda,1,,-48.32419897006313
341,lambda,2,,-28.801554520039303
342,lambda,1,,29.884776090858757
342,lambda,2,,-32.188662708712855
343,lambda,1,,-48.324198971729594
343,lambda,2,,-28.91530208269353
344,lambda,1,,29.884776083813428
344,lambda,2,,-32.28640665257359
345,lambda,1,,-48.324198975385535
345,lambda,2,,-28.997475075668092
346,lambda,1,,29.884776094220435
346,lambda,2,,-32.35238502673275
347,lambda,1,,-48.32419897172857
347,lambda,2,,-29.047492207008133
348,lambda,1,,29.884776098383988
348,lambda,2,,-32.38788627979528
349,lambda,1,,-48.32419896895514
349,lambda,2,,-29.07066018883836
350,lambda,1,,29.884776100208306
350,lambda,2,,-32.401008216625996
351,lambda,1,,-48.32419896730217
351,lambda,2,,-29.075704858378458
352,lambda,1,,29.884776101148738
352,lambda,2,,-32.39948762239237
353,lambda,1,,-48.32419896635424
353,lambda,2,,-29.068733235610864
354,lambda,1,,29.884776101661906
354,lambda,2,,-32.38791396742528
355,lambda,1,,-48.32419896581775
355,lambda,2,,-29.053259454028534
356,lambda,1,,29.88477610193774
356,lambda,2,,-32.369164000394335
357,lambda,1,,-48.32419896552026
357,lambda,2,,-29.031803443885053
358,lambda,1,,29.88477610207459
358,lambda,2,,-32.34551739677744
359,lambda,1,,-48.324198965362406
359,lambda,2,,-29.006419836992507
360,lambda,1,,29.884776102128562
360,lambda,2,,-32.318785551617395
361,lambda,1,,-48.32419896528675
361,lambda,2,,-28.978667348177567
362,lambda,1,,29.8847761021324
362,lambda,2,,-32.29028695662646
363,lambda,1,,-48.32419896525841
363,lambda,2,,-28.949653451021163
364,lambda,1,,29.884776102110628
364,lambda,2,,-32.260953044151904
365,lambda,1,,-48.32419896525807
365,lambda,2,,-28.92016551094963
366,lambda,1,,29.88477610204381
366,lambda,2,,-32.231452174469325
367,lambda,1,,-48.324198965287145
367,lambda,2,,-28.890771129096493
368,lambda,1,,29.884776101954678
368,lambda,2,,-32.202264612853696
369,lambda,1,,-48.32419896533511
369,lambda,2,,-28.861873964561312
370,lambda,1,,29.884776102226773
370,lambda,2,,-32.173726856549195
371,lambda,1,,-48.32419896522655
371,lambda,2,,-28.833752085406786
372,lambda,1,,29.884776102337177
372,lambda,2,,-32.14606660783136
373,lambda,1,,-48.32419896514816
373,lambda,2,,-28.806590090109353
374,lambda,1,,29.88477610238808
374,lambda,2,,-32.11943175220404
375,lambda,1,,-48.32419896510175
375,lambda,2,,-28.78050446356974
376,lambda,1,,29.88477610241545
376,lambda,2,,-32.19332793615365
377,lambda,1,,-48.324198965075134
377,lambda,2,,-25.462128730652978
378,lambda,1,,29.884776102381217
378,lambda,2,,-29.622031085385004
379,lambda,1,,-48.32419896508063
379,lambda,2,,-24.333493505207173
380,lambda,1,,29.884776102380606
380,lambda,2,,-29.530534342944378
381,lambda,1,,-48.32419896508163
381,lambda,2,,-25.423906330264145
382,lambda,1,,29.88477609997559
382,lambda,2,,-30.309454449964733
383,lambda,1,,-48.32419896616609
383,lambda,2,,-26.46673704292664
384,lambda,1,,29.884776098996717
384,lambda,2,,-30.646093691836228
385,lambda,1,,-48.324198966901
385,lambda,2,,-26.996615431663514
386,lambda,1,,29.884776098532747
386,lambda,2,,-30.739621125695948
387,lambda,1,,-48.324198967335555
387,lambda,2,,-27.394989585438708
388,lambda,1,,29.884776097935934
388,lambda,2,,-30.892528567964604
389,lambda,1,,-48.32419896774305
389,lambda,2,,-27.80800576840207
390,lambda,1,,29.88477609703319
390,lambda,2,,-31.403866442295083
391,lambda,1,,-48.32419896827313
391,lambda,2,,-28.31471113348701
392,lambda,1,,29.884776095769915
392,lambda,2,,-31.824733887742042
393,lambda,1,,-48.32419896899743
