iteration,generator,timestep,generation
432,pv,1,77.50820668640031
432,pv,2,79.99999999999952
433,pv,1,77.4960361857645
433,pv,2,79.99999999999953
434,pv,1,77.48435800438976
434,pv,2,79.99999999999955
435,pv,1,77.47346843530738
435,pv,2,79.99999999999955
436,pv,1,77.46363910751751
436,pv,2,79.99999999999956
437,pv,1,77.4551061956658
437,pv,2,79.99999999999957
438,pv,1,77.44806276705616
438,pv,2,79.99999999999959
439,pv,1,77.44265422597955
439,pv,2,79.9999999999996
440,pv,1,77.43897609370977
440,pv,2,79.9999999999996
441,pv,1,77.43707343852851
441,pv,2,79.9999999999996
442,pv,1,77.4369415801274
442,pv,2,79.9999999999996
443,pv,1,77.43852793727929
443,pv,2,79.99999999999959
444,pv,1,77.44173498803306
444,pv,2,79.99999999999956
445,pv,1,77.44642430388345
445,pv,2,79.99999999999952
446,pv,1,77.45242156538649
446,pv,2,79.99999999999943
447,pv,1,77.45952241150896
447,pv,2,79.99999999999932
448,pv,1,77.46749893709239
448,pv,2,79.99999999999913
449,pv,1,77.47610663391838
449,pv,2,79.99999999999886
450,pv,1,77.48509157190558
450,pv,2,80.0
451,pv,1,77.49419758399765
451,pv,2,79.99999999999996
452,pv,1,77.50317332189067
452,pv,2,79.99999999999999
453,pv,1,77.51177892962964
453,pv,2,79.99999999999997
454,pv,1,77.51979219691634
454,pv,2,79.99999999999841
455,pv,1,77.39706781915874
455,pv,2,79.99999999999848
456,pv,1,77.14934749467703
456,pv,2,79.99999999999827
457,pv,1,76.81929652811509
457,pv,2,79.99999999999609
458,pv,1,76.440087918552
458,pv,2,79.99999999999994
459,pv,1,76.03410003673889
459,pv,2,79.99999999999486
460,pv,1,75.61224341849997
460,pv,2,79.99999999999997
461,pv,1,79.99999999998904
461,pv,2,79.99999999999919
462,pv,1,77.81024152575256
462,pv,2,79.9999999999976
463,pv,1,75.256871996201
463,pv,2,79.99999999999987
464,pv,1,71.82197052978005
464,pv,2,79.9999999999991
465,pv,1,68.58829344907771
465,pv,2,79.99999999999977
466,pv,1,78.97908027336621
466,pv,2,79.99999999999808
467,pv,1,79.99999999996892
