iteration,generator,timestep,generation
288,pv,1,75.02755726769622
288,pv,2,79.99999999999704
289,pv,1,75.02713850588736
289,pv,2,79.99999999999707
290,pv,1,75.02672611017032
290,pv,2,79.99999999999709
291,pv,1,75.02631998513907
291,pv,2,79.99999999999712
292,pv,1,75.02592003436601
292,pv,2,79.99999999999714
293,pv,1,75.02552616455468
293,pv,2,79.99999999999719
294,pv,1,75.0251382826544
294,pv,2,79.99999999999721
295,pv,1,75.02475629784672
295,pv,2,79.99999999999726
296,pv,1,75.02438012023661
296,pv,2,79.9999999999973
297,pv,1,75.02400966528528
297,pv,2,79.99999999999734
298,pv,1,75.02364483957727
298,pv,2,79.99999999999739
299,pv,1,75.0232855605323
299,pv,2,79.99999999999743
300,pv,1,75.02293174170039
300,pv,2,79.99999999999746
301,pv,1,75.02258328820768
301,pv,2,79.99999999999751
302,pv,1,75.02224045159083
302,pv,2,80.0
303,pv,1,75.02190254792205
303,pv,2,80.0
304,pv,1,75.02156992968274
304,pv,2,80.0
305,pv,1,75.02124224111826
305,pv,2,80.0
306,pv,1,75.0209195992236
306,pv,2,80.0
307,pv,1,75.02060180189804
307,pv,2,80.0
308,pv,1,75.02028887032871
308,pv,2,79.99999999999999
309,pv,1,75.019980663621
309,pv,2,79.99999999999999
310,pv,1,75.01967716422044
310,pv,2,79.99999999999999
311,pv,1,75.01937813702992
311,pv,2,79.99999999999999
312,pv,1,75.01908376383416
312,pv,2,79.99999999999999
313,pv,1,75.01879380381956
313,pv,2,79.99999999999999
314,pv,1,75.01850830219888
314,pv,2,79.99999999999997
315,pv,1,75.01822711351252
315,pv,2,79.99999999999997
316,pv,1,75.01795022293655
316,pv,2,79.99999999999997
317,pv,1,75.01767752948707
317,pv,2,79.99999999999996
318,pv,1,75.0174089924054
318,pv,2,79.99999999999996
319,pv,1,75.01714453205145
319,pv,2,79.99999999999994
320,pv,1,75.01688409700088
320,pv,2,79.99999999999994
321,pv,1,75.01662761849063
321,pv,2,79.99999999999993
322,pv,1,75.01637504096838
322,pv,2,79.99999999999991
323,pv,1,75.01612630168214
323,pv,2,79.99999999999991
324,pv,1,75.01588134461194
324,pv,2,79.9999999999999
325,pv,1,75.01564010997369
325,pv,2,79.99999999999987
326,pv,1,75.01540254260306
326,pv,2,79.99999999999986
327,pv,1,75.01516858847874
327,pv,2,79.99999999999984
328,pv,1,75.01493818971481
328,pv,2,79.99999999999983
329,pv,1,75.01471129364185
329,pv,2,79.9999999999998
330,pv,1,75.01448784625559
330,pv,2,79.99999999999979
331,pv,1,75.01426779519363
331,pv,2,79.99999999999979
332,pv,1,75.01405108877418
332,pv,2,79.99999999999977
333,pv,1,75.0138376761882
333,pv,2,79.99999999999976
334,pv,1,75.01362750664633
334,pv,2,79.99999999999976
335,pv,1,75.0134205318555
335,pv,2,79.99999999999974
336,pv,1,75.01321670240384
336,pv,2,79.99999999999973
337,pv,1,75.01301597083317
337,pv,2,79.99999999999973
338,pv,1,75.0128182897974
338,pv,2,79.99999999999972
339,pv,1,75.01262361284023
339,pv,2,79.99999999999972
340,pv,1,75.01243189463328
340,pv,2,79.9999999999997
341,pv,1,75.01224308963161
341,pv,2,79.9999999999997
342,pv,1,75.01205715401915
342,pv,2,79.99999999999969
343,pv,1,75.01187404383025
343,pv,2,79.99999999999969
344,pv,1,75.0116937162381
344,pv,2,79.99999999999969
345,pv,1,75.01151612891671
345,pv,2,79.99999999999967
346,pv,1,75.01134123991478
346,pv,2,79.99999999999967
347,pv,1,75.01116900862891
347,pv,2,79.99999999999967
348,pv,1,75.01099939425613
348,pv,2,79.99999999999967
349,pv,1,75.01083235814606
349,pv,2,79.99999999999966
350,pv,1,75.01066785896705
350,pv,2,79.99999999999966
351,pv,1,75.01050585979836
351,pv,2,79.99999999999966
352,pv,1,75.0103463217511
352,pv,2,79.99999999999966
353,pv,1,75.01018920773937
353,pv,2,79.99999999999966
354,pv,1,75.01003448057725
354,pv,2,79.99999999999966
355,pv,1,75.00988210404914
355,pv,2,79.99999999999966
356,pv,1,75.00973204277206
356,pv,2,79.99999999999967
357,pv,1,75.00958426122199
357,pv,2,79.99999999999967
358,pv,1,75.00943872522552
358,pv,2,79.99999999999967
359,pv,1,75.00929539980994
359,pv,2,79.99999999999967
360,pv,1,75.00915425224169
360,pv,2,79.99999999999969
361,pv,1,75.00901524852753
361,pv,2,79.99999999999969
362,pv,1,75.00887835845717
362,pv,2,79.99999999999969
363,pv,1,75.00874354616484
363,pv,2,79.99999999999969
364,pv,1,75.00861078302704
364,pv,2,79.9999999999997
365,pv,1,75.00848003238704
365,pv,2,79.9999999999997
366,pv,1,75.00835127188509
366,pv,2,79.9999999999997
367,pv,1,75.00822446545
367,pv,2,79.99999999999967
368,pv,1,75.00809958686516
368,pv,2,79.9999999999996
369,pv,1,75.00797660513628
369,pv,2,79.99999999999952
370,pv,1,75.00785549123022
370,pv,2,79.99999999999942
371,pv,1,75.0077362174117
371,pv,2,79.99999999999928
372,pv,1,75.00761875267303
372,pv,2,79.99999999999913
373,pv,1,75.00750306130713
373,pv,2,79.99999999999893
374,pv,1,75.00738912024462
374,pv,2,79.99999999999872
375,pv,1,75.00727690361403
375,pv,2,79.99999999999847
376,pv,1,75.00716638385914
376,pv,2,79.99999999999815
377,pv,1,75.00705753543495
377,pv,2,79.9999999999978
378,pv,1,75.00695033200213
378,pv,2,79.9999999999974
379,pv,1,75.00684474832197
379,pv,2,79.99999999999693
380,pv,1,75.00674076667102
380,pv,2,79.99999999999638
381,pv,1,75.006638348555
381,pv,2,79.99999999999577
382,pv,1,75.0065374789816
382,pv,2,79.99999999999505
383,pv,1,75.00643812730536
383,pv,2,79.99999999999426
384,pv,1,75.00634027404561
384,pv,2,79.99999999999336
385,pv,1,75.0062438929966
385,pv,2,79.99999999999234
386,pv,1,75.00614896214927
386,pv,2,79.99999999999122
387,pv,1,75.00605545746727
387,pv,2,79.99999999998995
388,pv,1,75.00596446591669
388,pv,2,79.99999999999999
389,pv,1,75.00587392968636
389,pv,2,79.99999999999999
390,pv,1,75.00578531183685
390,pv,2,79.99999999999999
391,pv,1,75.00569719839048
391,pv,2,79.99999999999999
392,pv,1,75.00561098138539
392,pv,2,79.99999999999999
393,pv,1,75.00552569264794
393,pv,2,79.99999999999997
394,pv,1,75.0054419479086
394,pv,2,79.99999999999997
395,pv,1,75.00535929896331
395,pv,2,79.99999999999997
396,pv,1,75.0052780141634
396,pv,2,79.99999999999997
397,pv,1,75.00519788017054
397,pv,2,79.99999999999997
398,pv,1,75.00511901117903
398,pv,2,79.99999999999997
399,pv,1,75.00504129997216
399,pv,2,79.99999999999997
400,pv,1,75.00496479217522
400,pv,2,79.99999999999997
401,pv,1,75.00488942789586
401,pv,2,79.99999999999997
402,pv,1,75.00481521960172
402,pv,2,79.99999999999997
403,pv,1,75.00474213028536
403,pv,2,79.99999999999997
404,pv,1,75.00467015628311
404,pv,2,79.99999999999997
405,pv,1,75.0045992714397
405,pv,2,79.99999999999997
406,pv,1,75.00452946483225
406,pv,2,79.99999999999996
407,pv,1,75.00446071544
407,pv,2,79.99999999999996
408,pv,1,75.00439300933708
408,pv,2,79.99999999999996
409,pv,1,75.00432632949465
409,pv,2,79.99999999999996
410,pv,1,75.00426067047225
410,pv,2,79.99999999999996
411,pv,1,75.0041960044202
411,pv,2,79.99999999999996
412,pv,1,75.0041323238842
412,pv,2,79.99999999999996
413,pv,1,75.00406960925459
413,pv,2,79.99999999999996
414,pv,1,75.0040078478515
414,pv,2,79.99999999999996
415,pv,1,75.00394702495817
415,pv,2,79.99999999999996
416,pv,1,75.00388712661547
416,pv,2,79.99999999999996
417,pv,1,75.00382813698226
417,pv,2,79.99999999999996
418,pv,1,75.00377004449638
418,pv,2,79.99999999999996
419,pv,1,75.0037128329923
419,pv,2,79.99999999999996
420,pv,1,75.00365649103419
420,pv,2,79.99999999999996
421,pv,1,75.0036010042883
421,pv,2,79.99999999999996
422,pv,1,75.00354636011518
422,pv,2,79.99999999999996
423,pv,1,75.00349254549342
423,pv,2,79.99999999999996
424,pv,1,75.00343954748567
424,pv,2,79.99999999999996
425,pv,1,75.00338735466595
425,pv,2,79.99999999999996
426,pv,1,75.00333595357615
426,pv,2,79.99999999999996
427,pv,1,75.00328533446533
427,pv,2,79.99999999999996
428,pv,1,75.00323548018363
428,pv,2,79.99999999999996
429,pv,1,75.00318638594767
429,pv,2,79.99999999999996
430,pv,1,75.00313803582891
430,pv,2,79.99999999999996
431,pv,1,75.00309041999249
431,pv,2,79.99999999999996
432,pv,1,75.00304352745796
432,pv,2,79.99999999999996
433,pv,1,75.0029973463944
433,pv,2,79.99999999999996
434,pv,1,75.00295186716686
434,pv,2,79.99999999999994
435,pv,1,75.00290707657521
435,pv,2,79.99999999999993
436,pv,1,75.00286296741866
436,pv,2,79.99999999999991
437,pv,1,75.00281952863833
437,pv,2,79.99999999999989
438,pv,1,75.00277674535218
438,pv,2,79.99999999999987
439,pv,1,75.00273460861497
439,pv,2,79.99999999999984
440,pv,1,75.00269310948167
440,pv,2,79.9999999999998
441,pv,1,75.00265223685895
441,pv,2,79.99999999999977
442,pv,1,75.00261198272835
442,pv,2,79.99999999999973
443,pv,1,75.00257233665128
443,pv,2,79.99999999999967
444,pv,1,75.00253328956745
444,pv,2,79.99999999999962
445,pv,1,75.00249483494677
445,pv,2,79.99999999999955
446,pv,1,75.00245695744653
446,pv,2,79.99999999999947
447,pv,1,75.0024196545681
447,pv,2,79.99999999999939
448,pv,1,75.00238291179494
448,pv,2,79.99999999999928
449,pv,1,75.0023467235522
449,pv,2,79.99999999999918
450,pv,1,75.00231107974909
450,pv,2,79.99999999999905
451,pv,1,75.0022759715382
451,pv,2,79.9999999999989
452,pv,1,75.00224136357161
452,pv,2,79.99999999999862
453,pv,1,75.00220730152525
453,pv,2,79.99999999999844
454,pv,1,75.00217373852942
454,pv,2,79.99999999999824
455,pv,1,75.00214070850166
455,pv,2,79.99999999999802
456,pv,1,75.00210815465732
456,pv,2,79.9999999999978
457,pv,1,75.00207607493712
457,pv,2,79.99999999999753
458,pv,1,75.00204448449429
458,pv,2,79.99999999999737
459,pv,1,75.00201334962757
459,pv,2,79.99999999999723
460,pv,1,75.00198268021792
460,pv,2,79.99999999999707
461,pv,1,75.00195245593746
461,pv,2,79.99999999999693
462,pv,1,75.00192267914437
462,pv,2,79.99999999999679
463,pv,1,75.00189333489915
463,pv,2,79.99999999999663
464,pv,1,75.0018643832032
464,pv,2,79.99999999999649
465,pv,1,75.00183588215582
465,pv,2,79.99999999999635
466,pv,1,75.00180778005199
